Edad simple;Sexo;Periodo;Total
46 años;Total;1 de enero de 1980;487.309
46 años;Total;1 de octubre de 1979;""
46 años;Total;1 de julio de 1979;487.373
46 años;Total;1 de abril de 1979;""
46 años;Total;1 de enero de 1979;487.349
46 años;Total;1 de octubre de 1978;""
46 años;Total;1 de julio de 1978;477.218
46 años;Total;1 de abril de 1978;""
46 años;Total;1 de enero de 1978;467.040
46 años;Total;1 de octubre de 1977;""
46 años;Total;1 de julio de 1977;478.717
46 años;Total;1 de abril de 1977;""
46 años;Total;1 de enero de 1977;491.258
46 años;Total;1 de octubre de 1976;""
46 años;Total;1 de julio de 1976;473.478
46 años;Total;1 de abril de 1976;""
46 años;Total;1 de enero de 1976;454.868
46 años;Total;1 de octubre de 1975;""
46 años;Total;1 de julio de 1975;460.398
46 años;Total;1 de abril de 1975;""
46 años;Total;1 de enero de 1975;466.290
46 años;Total;1 de octubre de 1974;""
46 años;Total;1 de julio de 1974;454.449
46 años;Total;1 de abril de 1974;""
46 años;Total;1 de enero de 1974;442.824
46 años;Total;1 de octubre de 1973;""
46 años;Total;1 de julio de 1973;445.722
46 años;Total;1 de abril de 1973;""
46 años;Total;1 de enero de 1973;448.599
46 años;Total;1 de octubre de 1972;""
46 años;Total;1 de julio de 1972;444.170
46 años;Total;1 de abril de 1972;""
46 años;Total;1 de enero de 1972;439.980
46 años;Total;1 de octubre de 1971;""
46 años;Total;1 de julio de 1971;436.076
46 años;Total;1 de abril de 1971;""
46 años;Total;1 de enero de 1971;432.070
47 años;Total;1 de enero de 2024;831.237
47 años;Total;1 de octubre de 2023;828.006
47 años;Total;1 de julio de 2023;823.421
47 años;Total;1 de abril de 2023;822.977
47 años;Total;1 de enero de 2023;817.976
47 años;Total;1 de octubre de 2022;817.865
47 años;Total;1 de julio de 2022;815.389
47 años;Total;1 de abril de 2022;808.723
47 años;Total;1 de enero de 2022;804.906
47 años;Total;1 de octubre de 2021;796.712
47 años;Total;1 de julio de 2021;789.463
47 años;Total;1 de abril de 2021;787.419
47 años;Total;1 de enero de 2021;784.525
47 años;Total;1 de octubre de 2020;""
47 años;Total;1 de julio de 2020;782.046
47 años;Total;1 de abril de 2020;""
47 años;Total;1 de enero de 2020;779.529
47 años;Total;1 de octubre de 2019;""
47 años;Total;1 de julio de 2019;771.368
47 años;Total;1 de abril de 2019;""
47 años;Total;1 de enero de 2019;763.445
47 años;Total;1 de octubre de 2018;""
47 años;Total;1 de julio de 2018;757.059
47 años;Total;1 de abril de 2018;""
47 años;Total;1 de enero de 2018;751.947
47 años;Total;1 de octubre de 2017;""
47 años;Total;1 de julio de 2017;747.780
47 años;Total;1 de abril de 2017;""
47 años;Total;1 de enero de 2017;744.901
47 años;Total;1 de octubre de 2016;""
47 años;Total;1 de julio de 2016;742.665
47 años;Total;1 de abril de 2016;""
47 años;Total;1 de enero de 2016;740.731
47 años;Total;1 de octubre de 2015;""
47 años;Total;1 de julio de 2015;743.804
47 años;Total;1 de abril de 2015;""
47 años;Total;1 de enero de 2015;747.084
47 años;Total;1 de octubre de 2014;""
47 años;Total;1 de julio de 2014;738.983
47 años;Total;1 de abril de 2014;""
47 años;Total;1 de enero de 2014;731.043
47 años;Total;1 de octubre de 2013;""
47 años;Total;1 de julio de 2013;730.671
47 años;Total;1 de abril de 2013;""
47 años;Total;1 de enero de 2013;730.598
47 años;Total;1 de octubre de 2012;""
47 años;Total;1 de julio de 2012;737.373
47 años;Total;1 de abril de 2012;""
47 años;Total;1 de enero de 2012;743.771
47 años;Total;1 de octubre de 2011;""
47 años;Total;1 de julio de 2011;726.227
47 años;Total;1 de abril de 2011;""
47 años;Total;1 de enero de 2011;708.414
47 años;Total;1 de octubre de 2010;""
47 años;Total;1 de julio de 2010;696.814
47 años;Total;1 de abril de 2010;""
47 años;Total;1 de enero de 2010;685.159
47 años;Total;1 de octubre de 2009;""
47 años;Total;1 de julio de 2009;677.168
47 años;Total;1 de abril de 2009;""
47 años;Total;1 de enero de 2009;668.816
47 años;Total;1 de octubre de 2008;""
47 años;Total;1 de julio de 2008;669.868
47 años;Total;1 de abril de 2008;""
47 años;Total;1 de enero de 2008;670.207
47 años;Total;1 de octubre de 2007;""
47 años;Total;1 de julio de 2007;658.062
47 años;Total;1 de abril de 2007;""
47 años;Total;1 de enero de 2007;645.495
47 años;Total;1 de octubre de 2006;""
47 años;Total;1 de julio de 2006;635.812
47 años;Total;1 de abril de 2006;""
47 años;Total;1 de enero de 2006;626.761
47 años;Total;1 de octubre de 2005;""
47 años;Total;1 de julio de 2005;617.369
47 años;Total;1 de abril de 2005;""
47 años;Total;1 de enero de 2005;607.386
47 años;Total;1 de octubre de 2004;""
47 años;Total;1 de julio de 2004;584.290
47 años;Total;1 de abril de 2004;""
47 años;Total;1 de enero de 2004;562.315
47 años;Total;1 de octubre de 2003;""
47 años;Total;1 de julio de 2003;552.063
47 años;Total;1 de abril de 2003;""
47 años;Total;1 de enero de 2003;541.808
47 años;Total;1 de octubre de 2002;""
47 años;Total;1 de julio de 2002;527.500
47 años;Total;1 de abril de 2002;""
47 años;Total;1 de enero de 2002;513.341
47 años;Total;1 de octubre de 2001;""
47 años;Total;1 de julio de 2001;512.906
47 años;Total;1 de abril de 2001;""
47 años;Total;1 de enero de 2001;513.943
47 años;Total;1 de octubre de 2000;""
47 años;Total;1 de julio de 2000;513.612
47 años;Total;1 de abril de 2000;""
47 años;Total;1 de enero de 2000;513.467
47 años;Total;1 de octubre de 1999;""
47 años;Total;1 de julio de 1999;496.917
47 años;Total;1 de abril de 1999;""
47 años;Total;1 de enero de 1999;480.400
47 años;Total;1 de octubre de 1998;""
47 años;Total;1 de julio de 1998;476.275
47 años;Total;1 de abril de 1998;""
47 años;Total;1 de enero de 1998;472.323
47 años;Total;1 de octubre de 1997;""
47 años;Total;1 de julio de 1997;482.314
47 años;Total;1 de abril de 1997;""
47 años;Total;1 de enero de 1997;492.195
47 años;Total;1 de octubre de 1996;""
47 años;Total;1 de julio de 1996;505.535
47 años;Total;1 de abril de 1996;""
47 años;Total;1 de enero de 1996;519.020
47 años;Total;1 de octubre de 1995;""
47 años;Total;1 de julio de 1995;497.203
47 años;Total;1 de abril de 1995;""
47 años;Total;1 de enero de 1995;475.490
47 años;Total;1 de octubre de 1994;""
47 años;Total;1 de julio de 1994;465.574
47 años;Total;1 de abril de 1994;""
47 años;Total;1 de enero de 1994;455.719
47 años;Total;1 de octubre de 1993;""
47 años;Total;1 de julio de 1993;471.428
47 años;Total;1 de abril de 1993;""
47 años;Total;1 de enero de 1993;487.426
47 años;Total;1 de octubre de 1992;""
47 años;Total;1 de julio de 1992;474.146
47 años;Total;1 de abril de 1992;""
47 años;Total;1 de enero de 1992;460.748
47 años;Total;1 de octubre de 1991;""
47 años;Total;1 de julio de 1991;460.028
47 años;Total;1 de abril de 1991;""
47 años;Total;1 de enero de 1991;459.607
47 años;Total;1 de octubre de 1990;""
47 años;Total;1 de julio de 1990;430.430
47 años;Total;1 de abril de 1990;""
47 años;Total;1 de enero de 1990;401.304
47 años;Total;1 de octubre de 1989;""
47 años;Total;1 de julio de 1989;387.214
47 años;Total;1 de abril de 1989;""
47 años;Total;1 de enero de 1989;372.986
47 años;Total;1 de octubre de 1988;""
47 años;Total;1 de julio de 1988;421.717
47 años;Total;1 de abril de 1988;""
47 años;Total;1 de enero de 1988;470.881
47 años;Total;1 de octubre de 1987;""
47 años;Total;1 de julio de 1987;393.358
47 años;Total;1 de abril de 1987;""
47 años;Total;1 de enero de 1987;315.548
47 años;Total;1 de octubre de 1986;""
47 años;Total;1 de julio de 1986;339.468
47 años;Total;1 de abril de 1986;""
47 años;Total;1 de enero de 1986;363.477
47 años;Total;1 de octubre de 1985;""
47 años;Total;1 de julio de 1985;388.767
47 años;Total;1 de abril de 1985;""
47 años;Total;1 de enero de 1985;414.125
47 años;Total;1 de octubre de 1984;""
47 años;Total;1 de julio de 1984;444.157
47 años;Total;1 de abril de 1984;""
47 años;Total;1 de enero de 1984;474.447
47 años;Total;1 de octubre de 1983;""
47 años;Total;1 de julio de 1983;466.369
47 años;Total;1 de abril de 1983;""
47 años;Total;1 de enero de 1983;458.152
47 años;Total;1 de octubre de 1982;""
47 años;Total;1 de julio de 1982;460.309
47 años;Total;1 de abril de 1982;""
47 años;Total;1 de enero de 1982;462.587
47 años;Total;1 de octubre de 1981;""
47 años;Total;1 de julio de 1981;474.500
47 años;Total;1 de abril de 1981;""
47 años;Total;1 de enero de 1981;486.413
47 años;Total;1 de octubre de 1980;""
47 años;Total;1 de julio de 1980;486.514
47 años;Total;1 de abril de 1980;""
47 años;Total;1 de enero de 1980;486.535
47 años;Total;1 de octubre de 1979;""
47 años;Total;1 de julio de 1979;476.458
47 años;Total;1 de abril de 1979;""
47 años;Total;1 de enero de 1979;466.321
47 años;Total;1 de octubre de 1978;""
47 años;Total;1 de julio de 1978;477.184
47 años;Total;1 de abril de 1978;""
47 años;Total;1 de enero de 1978;488.927
47 años;Total;1 de octubre de 1977;""
47 años;Total;1 de julio de 1977;472.030
47 años;Total;1 de abril de 1977;""
47 años;Total;1 de enero de 1977;454.260
47 años;Total;1 de octubre de 1976;""
47 años;Total;1 de julio de 1976;459.565
47 años;Total;1 de abril de 1976;""
47 años;Total;1 de enero de 1976;465.206
47 años;Total;1 de octubre de 1975;""
47 años;Total;1 de julio de 1975;453.265
47 años;Total;1 de abril de 1975;""
47 años;Total;1 de enero de 1975;441.533
47 años;Total;1 de octubre de 1974;""
47 años;Total;1 de julio de 1974;444.617
47 años;Total;1 de abril de 1974;""
47 años;Total;1 de enero de 1974;447.590
47 años;Total;1 de octubre de 1973;""
47 años;Total;1 de julio de 1973;443.017
47 años;Total;1 de abril de 1973;""
47 años;Total;1 de enero de 1973;438.722
47 años;Total;1 de octubre de 1972;""
47 años;Total;1 de julio de 1972;434.918
47 años;Total;1 de abril de 1972;""
47 años;Total;1 de enero de 1972;431.065
47 años;Total;1 de octubre de 1971;""
47 años;Total;1 de julio de 1971;427.720
47 años;Total;1 de abril de 1971;""
47 años;Total;1 de enero de 1971;424.550
48 años;Total;1 de enero de 2024;822.998
48 años;Total;1 de octubre de 2023;822.981
48 años;Total;1 de julio de 2023;820.530
48 años;Total;1 de abril de 2023;814.469
48 años;Total;1 de enero de 2023;810.687
48 años;Total;1 de octubre de 2022;800.974
48 años;Total;1 de julio de 2022;792.692
48 años;Total;1 de abril de 2022;788.219
48 años;Total;1 de enero de 2022;783.881
48 años;Total;1 de octubre de 2021;783.936
48 años;Total;1 de julio de 2021;782.195
48 años;Total;1 de abril de 2021;779.350
48 años;Total;1 de enero de 2021;780.114
48 años;Total;1 de octubre de 2020;""
48 años;Total;1 de julio de 2020;773.066
48 años;Total;1 de abril de 2020;""
48 años;Total;1 de enero de 2020;766.110
48 años;Total;1 de octubre de 2019;""
48 años;Total;1 de julio de 2019;759.300
48 años;Total;1 de abril de 2019;""
48 años;Total;1 de enero de 2019;752.916
48 años;Total;1 de octubre de 2018;""
48 años;Total;1 de julio de 2018;747.538
48 años;Total;1 de abril de 2018;""
48 años;Total;1 de enero de 2018;743.479
48 años;Total;1 de octubre de 2017;""
48 años;Total;1 de julio de 2017;740.764
48 años;Total;1 de abril de 2017;""
48 años;Total;1 de enero de 2017;738.825
48 años;Total;1 de octubre de 2016;""
48 años;Total;1 de julio de 2016;741.639
48 años;Total;1 de abril de 2016;""
48 años;Total;1 de enero de 2016;744.500
48 años;Total;1 de octubre de 2015;""
48 años;Total;1 de julio de 2015;735.896
48 años;Total;1 de abril de 2015;""
48 años;Total;1 de enero de 2015;727.431
48 años;Total;1 de octubre de 2014;""
48 años;Total;1 de julio de 2014;725.974
48 años;Total;1 de abril de 2014;""
48 años;Total;1 de enero de 2014;725.023
48 años;Total;1 de octubre de 2013;""
48 años;Total;1 de julio de 2013;732.297
48 años;Total;1 de abril de 2013;""
48 años;Total;1 de enero de 2013;739.444
48 años;Total;1 de octubre de 2012;""
48 años;Total;1 de julio de 2012;723.516
48 años;Total;1 de abril de 2012;""
48 años;Total;1 de enero de 2012;707.417
48 años;Total;1 de octubre de 2011;""
48 años;Total;1 de julio de 2011;696.171
48 años;Total;1 de abril de 2011;""
48 años;Total;1 de enero de 2011;684.501
48 años;Total;1 de octubre de 2010;""
48 años;Total;1 de julio de 2010;676.368
48 años;Total;1 de abril de 2010;""
48 años;Total;1 de enero de 2010;668.402
48 años;Total;1 de octubre de 2009;""
48 años;Total;1 de julio de 2009;670.392
48 años;Total;1 de abril de 2009;""
48 años;Total;1 de enero de 2009;672.438
48 años;Total;1 de octubre de 2008;""
48 años;Total;1 de julio de 2008;662.297
48 años;Total;1 de abril de 2008;""
48 años;Total;1 de enero de 2008;651.363
48 años;Total;1 de octubre de 2007;""
48 años;Total;1 de julio de 2007;641.706
48 años;Total;1 de abril de 2007;""
48 años;Total;1 de enero de 2007;631.594
48 años;Total;1 de octubre de 2006;""
48 años;Total;1 de julio de 2006;621.404
48 años;Total;1 de abril de 2006;""
48 años;Total;1 de enero de 2006;611.818
48 años;Total;1 de octubre de 2005;""
48 años;Total;1 de julio de 2005;589.766
48 años;Total;1 de abril de 2005;""
48 años;Total;1 de enero de 2005;567.154
48 años;Total;1 de octubre de 2004;""
48 años;Total;1 de julio de 2004;556.255
48 años;Total;1 de abril de 2004;""
48 años;Total;1 de enero de 2004;546.294
48 años;Total;1 de octubre de 2003;""
48 años;Total;1 de julio de 2003;532.266
48 años;Total;1 de abril de 2003;""
48 años;Total;1 de enero de 2003;518.234
48 años;Total;1 de octubre de 2002;""
48 años;Total;1 de julio de 2002;517.070
48 años;Total;1 de abril de 2002;""
48 años;Total;1 de enero de 2002;515.918
48 años;Total;1 de octubre de 2001;""
48 años;Total;1 de julio de 2001;514.259
48 años;Total;1 de abril de 2001;""
48 años;Total;1 de enero de 2001;513.962
48 años;Total;1 de octubre de 2000;""
48 años;Total;1 de julio de 2000;497.385
48 años;Total;1 de abril de 2000;""
48 años;Total;1 de enero de 2000;480.860
48 años;Total;1 de octubre de 1999;""
48 años;Total;1 de julio de 1999;476.562
48 años;Total;1 de abril de 1999;""
48 años;Total;1 de enero de 1999;472.510
48 años;Total;1 de octubre de 1998;""
48 años;Total;1 de julio de 1998;482.611
48 años;Total;1 de abril de 1998;""
48 años;Total;1 de enero de 1998;492.648
48 años;Total;1 de octubre de 1997;""
48 años;Total;1 de julio de 1997;505.853
48 años;Total;1 de abril de 1997;""
48 años;Total;1 de enero de 1997;519.215
48 años;Total;1 de octubre de 1996;""
48 años;Total;1 de julio de 1996;497.215
48 años;Total;1 de abril de 1996;""
48 años;Total;1 de enero de 1996;475.403
48 años;Total;1 de octubre de 1995;""
48 años;Total;1 de julio de 1995;465.631
48 años;Total;1 de abril de 1995;""
48 años;Total;1 de enero de 1995;455.723
48 años;Total;1 de octubre de 1994;""
48 años;Total;1 de julio de 1994;471.218
48 años;Total;1 de abril de 1994;""
48 años;Total;1 de enero de 1994;486.961
48 años;Total;1 de octubre de 1993;""
48 años;Total;1 de julio de 1993;473.886
48 años;Total;1 de abril de 1993;""
48 años;Total;1 de enero de 1993;460.615
48 años;Total;1 de octubre de 1992;""
48 años;Total;1 de julio de 1992;459.873
48 años;Total;1 de abril de 1992;""
48 años;Total;1 de enero de 1992;459.149
48 años;Total;1 de octubre de 1991;""
48 años;Total;1 de julio de 1991;429.350
48 años;Total;1 de abril de 1991;""
48 años;Total;1 de enero de 1991;399.825
48 años;Total;1 de octubre de 1990;""
48 años;Total;1 de julio de 1990;385.790
48 años;Total;1 de abril de 1990;""
48 años;Total;1 de enero de 1990;371.728
48 años;Total;1 de octubre de 1989;""
48 años;Total;1 de julio de 1989;420.083
48 años;Total;1 de abril de 1989;""
48 años;Total;1 de enero de 1989;468.848
48 años;Total;1 de octubre de 1988;""
48 años;Total;1 de julio de 1988;391.667
48 años;Total;1 de abril de 1988;""
48 años;Total;1 de enero de 1988;314.181
48 años;Total;1 de octubre de 1987;""
48 años;Total;1 de julio de 1987;337.997
48 años;Total;1 de abril de 1987;""
48 años;Total;1 de enero de 1987;361.916
48 años;Total;1 de octubre de 1986;""
48 años;Total;1 de julio de 1986;387.240
48 años;Total;1 de abril de 1986;""
48 años;Total;1 de enero de 1986;412.562
48 años;Total;1 de octubre de 1985;""
48 años;Total;1 de julio de 1985;442.344
48 años;Total;1 de abril de 1985;""
48 años;Total;1 de enero de 1985;472.424
48 años;Total;1 de octubre de 1984;""
48 años;Total;1 de julio de 1984;464.522
48 años;Total;1 de abril de 1984;""
48 años;Total;1 de enero de 1984;456.464
48 años;Total;1 de octubre de 1983;""
48 años;Total;1 de julio de 1983;458.549
48 años;Total;1 de abril de 1983;""
48 años;Total;1 de enero de 1983;460.762
48 años;Total;1 de octubre de 1982;""
48 años;Total;1 de julio de 1982;472.665
48 años;Total;1 de abril de 1982;""
48 años;Total;1 de enero de 1982;484.582
48 años;Total;1 de octubre de 1981;""
48 años;Total;1 de julio de 1981;485.169
48 años;Total;1 de abril de 1981;""
48 años;Total;1 de enero de 1981;485.642
48 años;Total;1 de octubre de 1980;""
48 años;Total;1 de julio de 1980;475.642
48 años;Total;1 de abril de 1980;""
48 años;Total;1 de enero de 1980;465.536
48 años;Total;1 de octubre de 1979;""
48 años;Total;1 de julio de 1979;475.511
48 años;Total;1 de abril de 1979;""
48 años;Total;1 de enero de 1979;486.393
48 años;Total;1 de octubre de 1978;""
48 años;Total;1 de julio de 1978;470.501
48 años;Total;1 de abril de 1978;""
48 años;Total;1 de enero de 1978;453.688
48 años;Total;1 de octubre de 1977;""
48 años;Total;1 de julio de 1977;458.717
48 años;Total;1 de abril de 1977;""
48 años;Total;1 de enero de 1977;464.046
48 años;Total;1 de octubre de 1976;""
48 años;Total;1 de julio de 1976;451.896
48 años;Total;1 de abril de 1976;""
48 años;Total;1 de enero de 1976;440.037
48 años;Total;1 de octubre de 1975;""
48 años;Total;1 de julio de 1975;443.281
48 años;Total;1 de abril de 1975;""
48 años;Total;1 de enero de 1975;446.459
48 años;Total;1 de octubre de 1974;""
48 años;Total;1 de julio de 1974;441.778
48 años;Total;1 de abril de 1974;""
48 años;Total;1 de enero de 1974;437.271
48 años;Total;1 de octubre de 1973;""
48 años;Total;1 de julio de 1973;433.650
48 años;Total;1 de abril de 1973;""
48 años;Total;1 de enero de 1973;430.011
48 años;Total;1 de octubre de 1972;""
48 años;Total;1 de julio de 1972;426.490
48 años;Total;1 de abril de 1972;""
48 años;Total;1 de enero de 1972;423.176
48 años;Total;1 de octubre de 1971;""
48 años;Total;1 de julio de 1971;427.980
48 años;Total;1 de abril de 1971;""
48 años;Total;1 de enero de 1971;433.071
49 años;Total;1 de enero de 2024;815.470
49 años;Total;1 de octubre de 2023;806.200
49 años;Total;1 de julio de 2023;797.889
49 años;Total;1 de abril de 2023;793.565
49 años;Total;1 de enero de 2023;788.721
49 años;Total;1 de octubre de 2022;787.622
49 años;Total;1 de julio de 2022;785.123
49 años;Total;1 de abril de 2022;780.203
49 años;Total;1 de enero de 2022;779.486
49 años;Total;1 de octubre de 2021;777.148
49 años;Total;1 de julio de 2021;774.758
49 años;Total;1 de abril de 2021;771.013
49 años;Total;1 de enero de 2021;766.331
49 años;Total;1 de octubre de 2020;""
49 años;Total;1 de julio de 2020;760.690
49 años;Total;1 de abril de 2020;""
49 años;Total;1 de enero de 2020;755.165
49 años;Total;1 de octubre de 2019;""
49 años;Total;1 de julio de 2019;749.546
49 años;Total;1 de abril de 2019;""
49 años;Total;1 de enero de 2019;744.070
49 años;Total;1 de octubre de 2018;""
49 años;Total;1 de julio de 2018;740.085
49 años;Total;1 de abril de 2018;""
49 años;Total;1 de enero de 2018;737.234
49 años;Total;1 de octubre de 2017;""
49 años;Total;1 de julio de 2017;739.500
49 años;Total;1 de abril de 2017;""
49 años;Total;1 de enero de 2017;742.650
49 años;Total;1 de octubre de 2016;""
49 años;Total;1 de julio de 2016;733.748
49 años;Total;1 de abril de 2016;""
49 años;Total;1 de enero de 2016;725.186
49 años;Total;1 de octubre de 2015;""
49 años;Total;1 de julio de 2015;723.058
49 años;Total;1 de abril de 2015;""
49 años;Total;1 de enero de 2015;721.450
49 años;Total;1 de octubre de 2014;""
49 años;Total;1 de julio de 2014;727.505
49 años;Total;1 de abril de 2014;""
49 años;Total;1 de enero de 2014;734.100
49 años;Total;1 de octubre de 2013;""
49 años;Total;1 de julio de 2013;718.662
49 años;Total;1 de abril de 2013;""
49 años;Total;1 de enero de 2013;703.335
49 años;Total;1 de octubre de 2012;""
49 años;Total;1 de julio de 2012;693.427
49 años;Total;1 de abril de 2012;""
49 años;Total;1 de enero de 2012;683.535
49 años;Total;1 de octubre de 2011;""
49 años;Total;1 de julio de 2011;675.681
49 años;Total;1 de abril de 2011;""
49 años;Total;1 de enero de 2011;667.591
49 años;Total;1 de octubre de 2010;""
49 años;Total;1 de julio de 2010;669.580
49 años;Total;1 de abril de 2010;""
49 años;Total;1 de enero de 2010;671.725
49 años;Total;1 de octubre de 2009;""
49 años;Total;1 de julio de 2009;662.504
49 años;Total;1 de abril de 2009;""
49 años;Total;1 de enero de 2009;653.314
49 años;Total;1 de octubre de 2008;""
49 años;Total;1 de julio de 2008;645.328
49 años;Total;1 de abril de 2008;""
49 años;Total;1 de enero de 2008;636.878
49 años;Total;1 de octubre de 2007;""
49 años;Total;1 de julio de 2007;626.711
49 años;Total;1 de abril de 2007;""
49 años;Total;1 de enero de 2007;616.052
49 años;Total;1 de octubre de 2006;""
49 años;Total;1 de julio de 2006;593.359
49 años;Total;1 de abril de 2006;""
49 años;Total;1 de enero de 2006;571.166
49 años;Total;1 de octubre de 2005;""
49 años;Total;1 de julio de 2005;561.150
49 años;Total;1 de abril de 2005;""
49 años;Total;1 de enero de 2005;550.798
49 años;Total;1 de octubre de 2004;""
49 años;Total;1 de julio de 2004;536.026
49 años;Total;1 de abril de 2004;""
49 años;Total;1 de enero de 2004;522.175
49 años;Total;1 de octubre de 2003;""
49 años;Total;1 de julio de 2003;521.324
49 años;Total;1 de abril de 2003;""
49 años;Total;1 de enero de 2003;520.309
49 años;Total;1 de octubre de 2002;""
49 años;Total;1 de julio de 2002;517.904
49 años;Total;1 de abril de 2002;""
49 años;Total;1 de enero de 2002;515.560
49 años;Total;1 de octubre de 2001;""
49 años;Total;1 de julio de 2001;497.787
49 años;Total;1 de abril de 2001;""
49 años;Total;1 de enero de 2001;481.259
49 años;Total;1 de octubre de 2000;""
49 años;Total;1 de julio de 2000;476.796
49 años;Total;1 de abril de 2000;""
49 años;Total;1 de enero de 2000;472.540
49 años;Total;1 de octubre de 1999;""
49 años;Total;1 de julio de 1999;482.751
49 años;Total;1 de abril de 1999;""
49 años;Total;1 de enero de 1999;492.937
49 años;Total;1 de octubre de 1998;""
49 años;Total;1 de julio de 1998;506.054
49 años;Total;1 de abril de 1998;""
49 años;Total;1 de enero de 1998;519.303
49 años;Total;1 de octubre de 1997;""
49 años;Total;1 de julio de 1997;497.175
49 años;Total;1 de abril de 1997;""
49 años;Total;1 de enero de 1997;475.210
49 años;Total;1 de octubre de 1996;""
49 años;Total;1 de julio de 1996;465.520
49 años;Total;1 de abril de 1996;""
49 años;Total;1 de enero de 1996;455.781
49 años;Total;1 de octubre de 1995;""
49 años;Total;1 de julio de 1995;470.953
49 años;Total;1 de abril de 1995;""
49 años;Total;1 de enero de 1995;486.461
49 años;Total;1 de octubre de 1994;""
49 años;Total;1 de julio de 1994;473.509
49 años;Total;1 de abril de 1994;""
49 años;Total;1 de enero de 1994;460.434
49 años;Total;1 de octubre de 1993;""
49 años;Total;1 de julio de 1993;459.593
49 años;Total;1 de abril de 1993;""
49 años;Total;1 de enero de 1993;458.891
49 años;Total;1 de octubre de 1992;""
49 años;Total;1 de julio de 1992;429.040
49 años;Total;1 de abril de 1992;""
49 años;Total;1 de enero de 1992;399.228
49 años;Total;1 de octubre de 1991;""
49 años;Total;1 de julio de 1991;384.724
49 años;Total;1 de abril de 1991;""
49 años;Total;1 de enero de 1991;370.339
49 años;Total;1 de octubre de 1990;""
49 años;Total;1 de julio de 1990;418.359
49 años;Total;1 de abril de 1990;""
49 años;Total;1 de enero de 1990;466.767
49 años;Total;1 de octubre de 1989;""
49 años;Total;1 de julio de 1989;389.863
49 años;Total;1 de abril de 1989;""
49 años;Total;1 de enero de 1989;312.708
49 años;Total;1 de octubre de 1988;""
49 años;Total;1 de julio de 1988;336.470
49 años;Total;1 de abril de 1988;""
49 años;Total;1 de enero de 1988;360.302
49 años;Total;1 de octubre de 1987;""
49 años;Total;1 de julio de 1987;385.570
49 años;Total;1 de abril de 1987;""
49 años;Total;1 de enero de 1987;410.930
49 años;Total;1 de octubre de 1986;""
49 años;Total;1 de julio de 1986;440.417
49 años;Total;1 de abril de 1986;""
49 años;Total;1 de enero de 1986;470.222
49 años;Total;1 de octubre de 1985;""
49 años;Total;1 de julio de 1985;462.522
49 años;Total;1 de abril de 1985;""
49 años;Total;1 de enero de 1985;454.662
49 años;Total;1 de octubre de 1984;""
49 años;Total;1 de julio de 1984;456.709
49 años;Total;1 de abril de 1984;""
49 años;Total;1 de enero de 1984;458.859
49 años;Total;1 de octubre de 1983;""
49 años;Total;1 de julio de 1983;470.633
49 años;Total;1 de abril de 1983;""
49 años;Total;1 de enero de 1983;482.589
49 años;Total;1 de octubre de 1982;""
49 años;Total;1 de julio de 1982;483.157
49 años;Total;1 de abril de 1982;""
49 años;Total;1 de enero de 1982;483.751
49 años;Total;1 de octubre de 1981;""
49 años;Total;1 de julio de 1981;474.348
49 años;Total;1 de abril de 1981;""
49 años;Total;1 de enero de 1981;464.698
49 años;Total;1 de octubre de 1980;""
49 años;Total;1 de julio de 1980;473.775
49 años;Total;1 de abril de 1980;""
49 años;Total;1 de enero de 1980;483.789
49 años;Total;1 de octubre de 1979;""
49 años;Total;1 de julio de 1979;468.803
49 años;Total;1 de abril de 1979;""
49 años;Total;1 de enero de 1979;452.936
49 años;Total;1 de octubre de 1978;""
49 años;Total;1 de julio de 1978;457.767
49 años;Total;1 de abril de 1978;""
49 años;Total;1 de enero de 1978;462.879
49 años;Total;1 de octubre de 1977;""
49 años;Total;1 de julio de 1977;450.512
49 años;Total;1 de abril de 1977;""
49 años;Total;1 de enero de 1977;438.456
49 años;Total;1 de octubre de 1976;""
49 años;Total;1 de julio de 1976;441.729
49 años;Total;1 de abril de 1976;""
49 años;Total;1 de enero de 1976;445.087
49 años;Total;1 de octubre de 1975;""
49 años;Total;1 de julio de 1975;440.282
49 años;Total;1 de abril de 1975;""
49 años;Total;1 de enero de 1975;435.682
49 años;Total;1 de octubre de 1974;""
49 años;Total;1 de julio de 1974;432.293
49 años;Total;1 de abril de 1974;""
49 años;Total;1 de enero de 1974;428.774
49 años;Total;1 de octubre de 1973;""
49 años;Total;1 de julio de 1973;425.185
49 años;Total;1 de abril de 1973;""
49 años;Total;1 de enero de 1973;421.848
49 años;Total;1 de octubre de 1972;""
49 años;Total;1 de julio de 1972;426.324
49 años;Total;1 de abril de 1972;""
49 años;Total;1 de enero de 1972;431.156
49 años;Total;1 de octubre de 1971;""
49 años;Total;1 de julio de 1971;416.971
49 años;Total;1 de abril de 1971;""
49 años;Total;1 de enero de 1971;402.687
50 años;Total;1 de enero de 2024;793.396
50 años;Total;1 de octubre de 2023;792.052
50 años;Total;1 de julio de 2023;789.286
50 años;Total;1 de abril de 2023;785.022
50 años;Total;1 de enero de 2023;784.338
50 años;Total;1 de octubre de 2022;781.081
50 años;Total;1 de julio de 2022;777.574
50 años;Total;1 de abril de 2022;772.015
50 años;Total;1 de enero de 2022;765.803
50 años;Total;1 de octubre de 2021;764.656
50 años;Total;1 de julio de 2021;756.285
