Edad simple;Sexo;Periodo;Total
6 años;Total;1 de abril de 1976;""
6 años;Total;1 de enero de 1976;639.519
6 años;Total;1 de octubre de 1975;""
6 años;Total;1 de julio de 1975;640.114
6 años;Total;1 de abril de 1975;""
6 años;Total;1 de enero de 1975;641.058
6 años;Total;1 de octubre de 1974;""
6 años;Total;1 de julio de 1974;648.730
6 años;Total;1 de abril de 1974;""
6 años;Total;1 de enero de 1974;656.387
6 años;Total;1 de octubre de 1973;""
6 años;Total;1 de julio de 1973;654.528
6 años;Total;1 de abril de 1973;""
6 años;Total;1 de enero de 1973;652.044
6 años;Total;1 de octubre de 1972;""
6 años;Total;1 de julio de 1972;654.257
6 años;Total;1 de abril de 1972;""
6 años;Total;1 de enero de 1972;657.366
6 años;Total;1 de octubre de 1971;""
6 años;Total;1 de julio de 1971;663.866
6 años;Total;1 de abril de 1971;""
6 años;Total;1 de enero de 1971;670.336
7 años;Total;1 de enero de 2024;446.861
7 años;Total;1 de octubre de 2023;450.530
7 años;Total;1 de julio de 2023;449.194
7 años;Total;1 de abril de 2023;451.720
7 años;Total;1 de enero de 2023;451.249
7 años;Total;1 de octubre de 2022;451.212
7 años;Total;1 de julio de 2022;451.296
7 años;Total;1 de abril de 2022;450.476
7 años;Total;1 de enero de 2022;449.533
7 años;Total;1 de octubre de 2021;447.622
7 años;Total;1 de julio de 2021;444.986
7 años;Total;1 de abril de 2021;443.259
7 años;Total;1 de enero de 2021;442.202
7 años;Total;1 de octubre de 2020;""
7 años;Total;1 de julio de 2020;453.825
7 años;Total;1 de abril de 2020;""
7 años;Total;1 de enero de 2020;465.474
7 años;Total;1 de octubre de 2019;""
7 años;Total;1 de julio de 2019;469.236
7 años;Total;1 de abril de 2019;""
7 años;Total;1 de enero de 2019;474.308
7 años;Total;1 de octubre de 2018;""
7 años;Total;1 de julio de 2018;477.024
7 años;Total;1 de abril de 2018;""
7 años;Total;1 de enero de 2018;481.032
7 años;Total;1 de octubre de 2017;""
7 años;Total;1 de julio de 2017;484.407
7 años;Total;1 de abril de 2017;""
7 años;Total;1 de enero de 2017;489.006
7 años;Total;1 de octubre de 2016;""
7 años;Total;1 de julio de 2016;500.990
7 años;Total;1 de abril de 2016;""
7 años;Total;1 de enero de 2016;513.948
7 años;Total;1 de octubre de 2015;""
7 años;Total;1 de julio de 2015;504.949
7 años;Total;1 de abril de 2015;""
7 años;Total;1 de enero de 2015;496.466
7 años;Total;1 de octubre de 2014;""
7 años;Total;1 de julio de 2014;495.231
7 años;Total;1 de abril de 2014;""
7 años;Total;1 de enero de 2014;494.403
7 años;Total;1 de octubre de 2013;""
7 años;Total;1 de julio de 2013;490.140
7 años;Total;1 de abril de 2013;""
7 años;Total;1 de enero de 2013;486.289
7 años;Total;1 de octubre de 2012;""
7 años;Total;1 de julio de 2012;484.470
7 años;Total;1 de abril de 2012;""
7 años;Total;1 de enero de 2012;482.425
7 años;Total;1 de octubre de 2011;""
7 años;Total;1 de julio de 2011;477.676
7 años;Total;1 de abril de 2011;""
7 años;Total;1 de enero de 2011;473.199
7 años;Total;1 de octubre de 2010;""
7 años;Total;1 de julio de 2010;463.502
7 años;Total;1 de abril de 2010;""
7 años;Total;1 de enero de 2010;453.930
7 años;Total;1 de octubre de 2009;""
7 años;Total;1 de julio de 2009;451.806
7 años;Total;1 de abril de 2009;""
7 años;Total;1 de enero de 2009;449.677
7 años;Total;1 de octubre de 2008;""
7 años;Total;1 de julio de 2008;445.958
7 años;Total;1 de abril de 2008;""
7 años;Total;1 de enero de 2008;441.275
7 años;Total;1 de octubre de 2007;""
7 años;Total;1 de julio de 2007;431.226
7 años;Total;1 de abril de 2007;""
7 años;Total;1 de enero de 2007;421.496
7 años;Total;1 de octubre de 2006;""
7 años;Total;1 de julio de 2006;411.417
7 años;Total;1 de abril de 2006;""
7 años;Total;1 de enero de 2006;402.373
7 años;Total;1 de octubre de 2005;""
7 años;Total;1 de julio de 2005;398.030
7 años;Total;1 de abril de 2005;""
7 años;Total;1 de enero de 2005;394.122
7 años;Total;1 de octubre de 2004;""
7 años;Total;1 de julio de 2004;388.472
7 años;Total;1 de abril de 2004;""
7 años;Total;1 de enero de 2004;383.479
7 años;Total;1 de octubre de 2003;""
7 años;Total;1 de julio de 2003;381.295
7 años;Total;1 de abril de 2003;""
7 años;Total;1 de enero de 2003;378.948
7 años;Total;1 de octubre de 2002;""
7 años;Total;1 de julio de 2002;376.860
7 años;Total;1 de abril de 2002;""
7 años;Total;1 de enero de 2002;375.155
7 años;Total;1 de octubre de 2001;""
7 años;Total;1 de julio de 2001;381.201
7 años;Total;1 de abril de 2001;""
7 años;Total;1 de enero de 2001;388.902
7 años;Total;1 de octubre de 2000;""
7 años;Total;1 de julio de 2000;396.174
7 años;Total;1 de abril de 2000;""
7 años;Total;1 de enero de 2000;403.225
7 años;Total;1 de octubre de 1999;""
7 años;Total;1 de julio de 1999;401.386
7 años;Total;1 de abril de 1999;""
7 años;Total;1 de enero de 1999;399.474
7 años;Total;1 de octubre de 1998;""
7 años;Total;1 de julio de 1998;401.440
7 años;Total;1 de abril de 1998;""
7 años;Total;1 de enero de 1998;403.013
7 años;Total;1 de octubre de 1997;""
7 años;Total;1 de julio de 1997;406.083
7 años;Total;1 de abril de 1997;""
7 años;Total;1 de enero de 1997;409.055
7 años;Total;1 de octubre de 1996;""
7 años;Total;1 de julio de 1996;409.959
7 años;Total;1 de abril de 1996;""
7 años;Total;1 de enero de 1996;410.648
7 años;Total;1 de octubre de 1995;""
7 años;Total;1 de julio de 1995;415.104
7 años;Total;1 de abril de 1995;""
7 años;Total;1 de enero de 1995;419.869
7 años;Total;1 de octubre de 1994;""
7 años;Total;1 de julio de 1994;424.515
7 años;Total;1 de abril de 1994;""
7 años;Total;1 de enero de 1994;429.068
7 años;Total;1 de octubre de 1993;""
7 años;Total;1 de julio de 1993;438.497
7 años;Total;1 de abril de 1993;""
7 años;Total;1 de enero de 1993;447.953
7 años;Total;1 de octubre de 1992;""
7 años;Total;1 de julio de 1992;460.880
7 años;Total;1 de abril de 1992;""
7 años;Total;1 de enero de 1992;474.260
7 años;Total;1 de octubre de 1991;""
7 años;Total;1 de julio de 1991;479.046
7 años;Total;1 de abril de 1991;""
7 años;Total;1 de enero de 1991;483.690
7 años;Total;1 de octubre de 1990;""
7 años;Total;1 de julio de 1990;499.977
7 años;Total;1 de abril de 1990;""
7 años;Total;1 de enero de 1990;516.087
7 años;Total;1 de octubre de 1989;""
7 años;Total;1 de julio de 1989;527.740
7 años;Total;1 de abril de 1989;""
7 años;Total;1 de enero de 1989;540.397
7 años;Total;1 de octubre de 1988;""
7 años;Total;1 de julio de 1988;554.419
7 años;Total;1 de abril de 1988;""
7 años;Total;1 de enero de 1988;567.942
7 años;Total;1 de octubre de 1987;""
7 años;Total;1 de julio de 1987;580.635
7 años;Total;1 de abril de 1987;""
7 años;Total;1 de enero de 1987;592.866
7 años;Total;1 de octubre de 1986;""
7 años;Total;1 de julio de 1986;608.686
7 años;Total;1 de abril de 1986;""
7 años;Total;1 de enero de 1986;624.288
7 años;Total;1 de octubre de 1985;""
7 años;Total;1 de julio de 1985;631.295
7 años;Total;1 de abril de 1985;""
7 años;Total;1 de enero de 1985;638.578
7 años;Total;1 de octubre de 1984;""
7 años;Total;1 de julio de 1984;649.845
7 años;Total;1 de abril de 1984;""
7 años;Total;1 de enero de 1984;660.832
7 años;Total;1 de octubre de 1983;""
7 años;Total;1 de julio de 1983;663.736
7 años;Total;1 de abril de 1983;""
7 años;Total;1 de enero de 1983;666.753
7 años;Total;1 de octubre de 1982;""
7 años;Total;1 de julio de 1982;665.862
7 años;Total;1 de abril de 1982;""
7 años;Total;1 de enero de 1982;665.129
7 años;Total;1 de octubre de 1981;""
7 años;Total;1 de julio de 1981;661.258
7 años;Total;1 de abril de 1981;""
7 años;Total;1 de enero de 1981;657.526
7 años;Total;1 de octubre de 1980;""
7 años;Total;1 de julio de 1980;660.422
7 años;Total;1 de abril de 1980;""
7 años;Total;1 de enero de 1980;662.871
7 años;Total;1 de octubre de 1979;""
7 años;Total;1 de julio de 1979;659.031
7 años;Total;1 de abril de 1979;""
7 años;Total;1 de enero de 1979;655.535
7 años;Total;1 de octubre de 1978;""
7 años;Total;1 de julio de 1978;653.988
7 años;Total;1 de abril de 1978;""
7 años;Total;1 de enero de 1978;651.502
7 años;Total;1 de octubre de 1977;""
7 años;Total;1 de julio de 1977;646.808
7 años;Total;1 de abril de 1977;""
7 años;Total;1 de enero de 1977;641.916
7 años;Total;1 de octubre de 1976;""
7 años;Total;1 de julio de 1976;642.111
7 años;Total;1 de abril de 1976;""
7 años;Total;1 de enero de 1976;642.694
7 años;Total;1 de octubre de 1975;""
7 años;Total;1 de julio de 1975;650.383
7 años;Total;1 de abril de 1975;""
7 años;Total;1 de enero de 1975;658.029
7 años;Total;1 de octubre de 1974;""
7 años;Total;1 de julio de 1974;656.810
7 años;Total;1 de abril de 1974;""
7 años;Total;1 de enero de 1974;654.951
7 años;Total;1 de octubre de 1973;""
7 años;Total;1 de julio de 1973;656.279
7 años;Total;1 de abril de 1973;""
7 años;Total;1 de enero de 1973;658.505
7 años;Total;1 de octubre de 1972;""
7 años;Total;1 de julio de 1972;665.029
7 años;Total;1 de abril de 1972;""
7 años;Total;1 de enero de 1972;671.534
7 años;Total;1 de octubre de 1971;""
7 años;Total;1 de julio de 1971;658.308
7 años;Total;1 de abril de 1971;""
7 años;Total;1 de enero de 1971;645.158
8 años;Total;1 de enero de 2024;459.387
8 años;Total;1 de octubre de 2023;459.643
8 años;Total;1 de julio de 2023;459.840
8 años;Total;1 de abril de 2023;460.301
8 años;Total;1 de enero de 2023;459.468
8 años;Total;1 de octubre de 2022;456.559
8 años;Total;1 de julio de 2022;452.933
8 años;Total;1 de abril de 2022;448.648
8 años;Total;1 de enero de 2022;445.467
8 años;Total;1 de octubre de 2021;449.485
8 años;Total;1 de julio de 2021;453.262
8 años;Total;1 de abril de 2021;460.814
8 años;Total;1 de enero de 2021;468.404
8 años;Total;1 de octubre de 2020;""
8 años;Total;1 de julio de 2020;473.546
8 años;Total;1 de abril de 2020;""
8 años;Total;1 de enero de 2020;478.925
8 años;Total;1 de octubre de 2019;""
8 años;Total;1 de julio de 2019;481.383
8 años;Total;1 de abril de 2019;""
8 años;Total;1 de enero de 2019;484.421
8 años;Total;1 de octubre de 2018;""
8 años;Total;1 de julio de 2018;487.030
8 años;Total;1 de abril de 2018;""
8 años;Total;1 de enero de 2018;490.850
8 años;Total;1 de octubre de 2017;""
8 años;Total;1 de julio de 2017;501.711
8 años;Total;1 de abril de 2017;""
8 años;Total;1 de enero de 2017;513.996
8 años;Total;1 de octubre de 2016;""
8 años;Total;1 de julio de 2016;504.532
8 años;Total;1 de abril de 2016;""
8 años;Total;1 de enero de 2016;495.794
8 años;Total;1 de octubre de 2015;""
8 años;Total;1 de julio de 2015;494.299
8 años;Total;1 de abril de 2015;""
8 años;Total;1 de enero de 2015;493.269
8 años;Total;1 de octubre de 2014;""
8 años;Total;1 de julio de 2014;488.717
8 años;Total;1 de abril de 2014;""
8 años;Total;1 de enero de 2014;484.466
8 años;Total;1 de octubre de 2013;""
8 años;Total;1 de julio de 2013;482.644
8 años;Total;1 de abril de 2013;""
8 años;Total;1 de enero de 2013;481.229
8 años;Total;1 de octubre de 2012;""
8 años;Total;1 de julio de 2012;477.540
8 años;Total;1 de abril de 2012;""
8 años;Total;1 de enero de 2012;473.953
8 años;Total;1 de octubre de 2011;""
8 años;Total;1 de julio de 2011;464.166
8 años;Total;1 de abril de 2011;""
8 años;Total;1 de enero de 2011;454.669
8 años;Total;1 de octubre de 2010;""
8 años;Total;1 de julio de 2010;452.702
8 años;Total;1 de abril de 2010;""
8 años;Total;1 de enero de 2010;450.795
8 años;Total;1 de octubre de 2009;""
8 años;Total;1 de julio de 2009;448.938
8 años;Total;1 de abril de 2009;""
8 años;Total;1 de enero de 2009;446.354
8 años;Total;1 de octubre de 2008;""
8 años;Total;1 de julio de 2008;438.062
8 años;Total;1 de abril de 2008;""
8 años;Total;1 de enero de 2008;429.547
8 años;Total;1 de octubre de 2007;""
8 años;Total;1 de julio de 2007;419.036
8 años;Total;1 de abril de 2007;""
8 años;Total;1 de enero de 2007;409.289
8 años;Total;1 de octubre de 2006;""
8 años;Total;1 de julio de 2006;404.707
8 años;Total;1 de abril de 2006;""
8 años;Total;1 de enero de 2006;400.717
8 años;Total;1 de octubre de 2005;""
8 años;Total;1 de julio de 2005;394.706
8 años;Total;1 de abril de 2005;""
8 años;Total;1 de enero de 2005;389.470
8 años;Total;1 de octubre de 2004;""
8 años;Total;1 de julio de 2004;387.427
8 años;Total;1 de abril de 2004;""
8 años;Total;1 de enero de 2004;386.144
8 años;Total;1 de octubre de 2003;""
8 años;Total;1 de julio de 2003;385.048
8 años;Total;1 de abril de 2003;""
8 años;Total;1 de enero de 2003;383.427
8 años;Total;1 de octubre de 2002;""
8 años;Total;1 de julio de 2002;387.198
8 años;Total;1 de abril de 2002;""
8 años;Total;1 de enero de 2002;391.293
8 años;Total;1 de octubre de 2001;""
8 años;Total;1 de julio de 2001;397.154
8 años;Total;1 de abril de 2001;""
8 años;Total;1 de enero de 2001;404.425
8 años;Total;1 de octubre de 2000;""
8 años;Total;1 de julio de 2000;402.652
8 años;Total;1 de abril de 2000;""
8 años;Total;1 de enero de 2000;400.815
8 años;Total;1 de octubre de 1999;""
8 años;Total;1 de julio de 1999;403.168
8 años;Total;1 de abril de 1999;""
8 años;Total;1 de enero de 1999;405.131
8 años;Total;1 de octubre de 1998;""
8 años;Total;1 de julio de 1998;408.304
8 años;Total;1 de abril de 1998;""
8 años;Total;1 de enero de 1998;411.384
8 años;Total;1 de octubre de 1997;""
8 años;Total;1 de julio de 1997;412.480
8 años;Total;1 de abril de 1997;""
8 años;Total;1 de enero de 1997;413.376
8 años;Total;1 de octubre de 1996;""
8 años;Total;1 de julio de 1996;417.537
8 años;Total;1 de abril de 1996;""
8 años;Total;1 de enero de 1996;421.997
8 años;Total;1 de octubre de 1995;""
8 años;Total;1 de julio de 1995;426.753
8 años;Total;1 de abril de 1995;""
8 años;Total;1 de enero de 1995;431.410
8 años;Total;1 de octubre de 1994;""
8 años;Total;1 de julio de 1994;440.820
8 años;Total;1 de abril de 1994;""
8 años;Total;1 de enero de 1994;450.259
8 años;Total;1 de octubre de 1993;""
8 años;Total;1 de julio de 1993;462.698
8 años;Total;1 de abril de 1993;""
8 años;Total;1 de enero de 1993;475.629
8 años;Total;1 de octubre de 1992;""
8 años;Total;1 de julio de 1992;480.803
8 años;Total;1 de abril de 1992;""
8 años;Total;1 de enero de 1992;485.579
8 años;Total;1 de octubre de 1991;""
8 años;Total;1 de julio de 1991;501.177
8 años;Total;1 de abril de 1991;""
8 años;Total;1 de enero de 1991;516.966
8 años;Total;1 de octubre de 1990;""
8 años;Total;1 de julio de 1990;527.605
8 años;Total;1 de abril de 1990;""
8 años;Total;1 de enero de 1990;539.244
8 años;Total;1 de octubre de 1989;""
8 años;Total;1 de julio de 1989;553.790
8 años;Total;1 de abril de 1989;""
8 años;Total;1 de enero de 1989;567.809
8 años;Total;1 de octubre de 1988;""
8 años;Total;1 de julio de 1988;580.949
8 años;Total;1 de abril de 1988;""
8 años;Total;1 de enero de 1988;593.634
8 años;Total;1 de octubre de 1987;""
8 años;Total;1 de julio de 1987;609.657
8 años;Total;1 de abril de 1987;""
8 años;Total;1 de enero de 1987;625.469
8 años;Total;1 de octubre de 1986;""
8 años;Total;1 de julio de 1986;632.205
8 años;Total;1 de abril de 1986;""
8 años;Total;1 de enero de 1986;639.203
8 años;Total;1 de octubre de 1985;""
8 años;Total;1 de julio de 1985;650.756
8 años;Total;1 de abril de 1985;""
8 años;Total;1 de enero de 1985;662.038
8 años;Total;1 de octubre de 1984;""
8 años;Total;1 de julio de 1984;664.801
8 años;Total;1 de abril de 1984;""
8 años;Total;1 de enero de 1984;667.701
8 años;Total;1 de octubre de 1983;""
8 años;Total;1 de julio de 1983;666.650
8 años;Total;1 de abril de 1983;""
8 años;Total;1 de enero de 1983;665.763
8 años;Total;1 de octubre de 1982;""
8 años;Total;1 de julio de 1982;661.874
8 años;Total;1 de abril de 1982;""
8 años;Total;1 de enero de 1982;658.001
8 años;Total;1 de octubre de 1981;""
8 años;Total;1 de julio de 1981;660.853
8 años;Total;1 de abril de 1981;""
8 años;Total;1 de enero de 1981;663.668
8 años;Total;1 de octubre de 1980;""
8 años;Total;1 de julio de 1980;659.508
8 años;Total;1 de abril de 1980;""
8 años;Total;1 de enero de 1980;655.671
8 años;Total;1 de octubre de 1979;""
8 años;Total;1 de julio de 1979;655.063
8 años;Total;1 de abril de 1979;""
8 años;Total;1 de enero de 1979;653.504
8 años;Total;1 de octubre de 1978;""
8 años;Total;1 de julio de 1978;648.998
8 años;Total;1 de abril de 1978;""
8 años;Total;1 de enero de 1978;644.305
8 años;Total;1 de octubre de 1977;""
8 años;Total;1 de julio de 1977;644.151
8 años;Total;1 de abril de 1977;""
8 años;Total;1 de enero de 1977;644.353
8 años;Total;1 de octubre de 1976;""
8 años;Total;1 de julio de 1976;652.040
8 años;Total;1 de abril de 1976;""
8 años;Total;1 de enero de 1976;659.720
8 años;Total;1 de octubre de 1975;""
8 años;Total;1 de julio de 1975;659.120
8 años;Total;1 de abril de 1975;""
8 años;Total;1 de enero de 1975;657.883
8 años;Total;1 de octubre de 1974;""
8 años;Total;1 de julio de 1974;658.333
8 años;Total;1 de abril de 1974;""
8 años;Total;1 de enero de 1974;659.666
8 años;Total;1 de octubre de 1973;""
8 años;Total;1 de julio de 1973;666.218
8 años;Total;1 de abril de 1973;""
8 años;Total;1 de enero de 1973;672.747
8 años;Total;1 de octubre de 1972;""
8 años;Total;1 de julio de 1972;659.449
8 años;Total;1 de abril de 1972;""
8 años;Total;1 de enero de 1972;646.230
8 años;Total;1 de octubre de 1971;""
8 años;Total;1 de julio de 1971;638.198
8 años;Total;1 de abril de 1971;""
8 años;Total;1 de enero de 1971;630.531
9 años;Total;1 de enero de 2024;467.865
9 años;Total;1 de octubre de 2023;465.043
9 años;Total;1 de julio de 2023;461.563
9 años;Total;1 de abril de 2023;458.338
9 años;Total;1 de enero de 2023;455.480
9 años;Total;1 de octubre de 2022;458.706
9 años;Total;1 de julio de 2022;461.358
9 años;Total;1 de abril de 2022;466.233
9 años;Total;1 de enero de 2022;471.776
9 años;Total;1 de octubre de 2021;475.019
9 años;Total;1 de julio de 2021;477.669
9 años;Total;1 de abril de 2021;479.508
9 años;Total;1 de enero de 2021;481.121
9 años;Total;1 de octubre de 2020;""
9 años;Total;1 de julio de 2020;485.605
9 años;Total;1 de abril de 2020;""
9 años;Total;1 de enero de 2020;489.664
9 años;Total;1 de octubre de 2019;""
9 años;Total;1 de julio de 2019;491.395
9 años;Total;1 de abril de 2019;""
9 años;Total;1 de enero de 2019;494.122
9 años;Total;1 de octubre de 2018;""
9 años;Total;1 de julio de 2018;503.926
9 años;Total;1 de abril de 2018;""
9 años;Total;1 de enero de 2018;515.333
9 años;Total;1 de octubre de 2017;""
9 años;Total;1 de julio de 2017;505.127
9 años;Total;1 de abril de 2017;""
9 años;Total;1 de enero de 2017;496.182
9 años;Total;1 de octubre de 2016;""
9 años;Total;1 de julio de 2016;494.281
9 años;Total;1 de abril de 2016;""
9 años;Total;1 de enero de 2016;493.013
9 años;Total;1 de octubre de 2015;""
9 años;Total;1 de julio de 2015;487.951
9 años;Total;1 de abril de 2015;""
9 años;Total;1 de enero de 2015;483.484
9 años;Total;1 de octubre de 2014;""
9 años;Total;1 de julio de 2014;481.414
9 años;Total;1 de abril de 2014;""
9 años;Total;1 de enero de 2014;479.637
9 años;Total;1 de octubre de 2013;""
9 años;Total;1 de julio de 2013;476.170
9 años;Total;1 de abril de 2013;""
9 años;Total;1 de enero de 2013;472.954
9 años;Total;1 de octubre de 2012;""
9 años;Total;1 de julio de 2012;464.053
9 años;Total;1 de abril de 2012;""
9 años;Total;1 de enero de 2012;455.476
9 años;Total;1 de octubre de 2011;""
9 años;Total;1 de julio de 2011;453.296
9 años;Total;1 de abril de 2011;""
9 años;Total;1 de enero de 2011;451.444
9 años;Total;1 de octubre de 2010;""
9 años;Total;1 de julio de 2010;450.255
9 años;Total;1 de abril de 2010;""
9 años;Total;1 de enero de 2010;448.594
9 años;Total;1 de octubre de 2009;""
9 años;Total;1 de julio de 2009;442.061
9 años;Total;1 de abril de 2009;""
9 años;Total;1 de enero de 2009;435.095
9 años;Total;1 de octubre de 2008;""
9 años;Total;1 de julio de 2008;425.997
9 años;Total;1 de abril de 2008;""
9 años;Total;1 de enero de 2008;416.964
9 años;Total;1 de octubre de 2007;""
9 años;Total;1 de julio de 2007;412.553
9 años;Total;1 de abril de 2007;""
9 años;Total;1 de enero de 2007;408.302
9 años;Total;1 de octubre de 2006;""
9 años;Total;1 de julio de 2006;401.710
9 años;Total;1 de abril de 2006;""
9 años;Total;1 de enero de 2006;396.126
9 años;Total;1 de octubre de 2005;""
9 años;Total;1 de julio de 2005;393.379
9 años;Total;1 de abril de 2005;""
9 años;Total;1 de enero de 2005;391.740
9 años;Total;1 de octubre de 2004;""
9 años;Total;1 de julio de 2004;391.068
9 años;Total;1 de abril de 2004;""
9 años;Total;1 de enero de 2004;390.930
9 años;Total;1 de octubre de 2003;""
9 años;Total;1 de julio de 2003;395.455
9 años;Total;1 de abril de 2003;""
9 años;Total;1 de enero de 2003;399.666
9 años;Total;1 de octubre de 2002;""
9 años;Total;1 de julio de 2002;403.181
9 años;Total;1 de abril de 2002;""
9 años;Total;1 de enero de 2002;407.158
9 años;Total;1 de octubre de 2001;""
9 años;Total;1 de julio de 2001;403.920
9 años;Total;1 de abril de 2001;""
9 años;Total;1 de enero de 2001;402.146
9 años;Total;1 de octubre de 2000;""
9 años;Total;1 de julio de 2000;404.902
9 años;Total;1 de abril de 2000;""
9 años;Total;1 de enero de 2000;407.258
9 años;Total;1 de octubre de 1999;""
9 años;Total;1 de julio de 1999;410.512
9 años;Total;1 de abril de 1999;""
9 años;Total;1 de enero de 1999;413.684
9 años;Total;1 de octubre de 1998;""
9 años;Total;1 de julio de 1998;415.012
9 años;Total;1 de abril de 1998;""
9 años;Total;1 de enero de 1998;416.123
9 años;Total;1 de octubre de 1997;""
9 años;Total;1 de julio de 1997;419.976
9 años;Total;1 de abril de 1997;""
9 años;Total;1 de enero de 1997;424.138
9 años;Total;1 de octubre de 1996;""
9 años;Total;1 de julio de 1996;429.003
9 años;Total;1 de abril de 1996;""
9 años;Total;1 de enero de 1996;433.758
9 años;Total;1 de octubre de 1995;""
9 años;Total;1 de julio de 1995;443.153
9 años;Total;1 de abril de 1995;""
9 años;Total;1 de enero de 1995;452.564
9 años;Total;1 de octubre de 1994;""
9 años;Total;1 de julio de 1994;464.539
9 años;Total;1 de abril de 1994;""
9 años;Total;1 de enero de 1994;476.988
9 años;Total;1 de octubre de 1993;""
9 años;Total;1 de julio de 1993;482.555
9 años;Total;1 de abril de 1993;""
9 años;Total;1 de enero de 1993;487.734
9 años;Total;1 de octubre de 1992;""
9 años;Total;1 de julio de 1992;503.356
9 años;Total;1 de abril de 1992;""
9 años;Total;1 de enero de 1992;518.949
9 años;Total;1 de octubre de 1991;""
9 años;Total;1 de julio de 1991;528.419
9 años;Total;1 de abril de 1991;""
9 años;Total;1 de enero de 1991;538.112
9 años;Total;1 de octubre de 1990;""
9 años;Total;1 de julio de 1990;553.152
9 años;Total;1 de abril de 1990;""
9 años;Total;1 de enero de 1990;567.696
9 años;Total;1 de octubre de 1989;""
9 años;Total;1 de julio de 1989;581.284
9 años;Total;1 de abril de 1989;""
9 años;Total;1 de enero de 1989;594.419
9 años;Total;1 de octubre de 1988;""
9 años;Total;1 de julio de 1988;610.647
9 años;Total;1 de abril de 1988;""
9 años;Total;1 de enero de 1988;626.661
9 años;Total;1 de octubre de 1987;""
9 años;Total;1 de julio de 1987;633.128
9 años;Total;1 de abril de 1987;""
9 años;Total;1 de enero de 1987;639.854
9 años;Total;1 de octubre de 1986;""
9 años;Total;1 de julio de 1986;651.672
9 años;Total;1 de abril de 1986;""
9 años;Total;1 de enero de 1986;663.211
9 años;Total;1 de octubre de 1985;""
9 años;Total;1 de julio de 1985;665.888
9 años;Total;1 de abril de 1985;""
9 años;Total;1 de enero de 1985;668.661
9 años;Total;1 de octubre de 1984;""
9 años;Total;1 de julio de 1984;667.456
9 años;Total;1 de abril de 1984;""
9 años;Total;1 de enero de 1984;666.401
9 años;Total;1 de octubre de 1983;""
9 años;Total;1 de julio de 1983;662.488
9 años;Total;1 de abril de 1983;""
9 años;Total;1 de enero de 1983;658.598
9 años;Total;1 de octubre de 1982;""
9 años;Total;1 de julio de 1982;661.452
9 años;Total;1 de abril de 1982;""
9 años;Total;1 de enero de 1982;664.305
9 años;Total;1 de octubre de 1981;""
9 años;Total;1 de julio de 1981;660.019
9 años;Total;1 de abril de 1981;""
9 años;Total;1 de enero de 1981;655.839
9 años;Total;1 de octubre de 1980;""
9 años;Total;1 de julio de 1980;656.170
9 años;Total;1 de abril de 1980;""
9 años;Total;1 de enero de 1980;655.548
9 años;Total;1 de octubre de 1979;""
9 años;Total;1 de julio de 1979;651.205
9 años;Total;1 de abril de 1979;""
9 años;Total;1 de enero de 1979;646.669
9 años;Total;1 de octubre de 1978;""
9 años;Total;1 de julio de 1978;646.177
9 años;Total;1 de abril de 1978;""
9 años;Total;1 de enero de 1978;646.013
9 años;Total;1 de octubre de 1977;""
9 años;Total;1 de julio de 1977;653.744
9 años;Total;1 de abril de 1977;""
9 años;Total;1 de enero de 1977;661.437
9 años;Total;1 de octubre de 1976;""
9 años;Total;1 de julio de 1976;661.444
9 años;Total;1 de abril de 1976;""
9 años;Total;1 de enero de 1976;660.836
9 años;Total;1 de octubre de 1975;""
9 años;Total;1 de julio de 1975;660.400
9 años;Total;1 de abril de 1975;""
9 años;Total;1 de enero de 1975;660.842
9 años;Total;1 de octubre de 1974;""
9 años;Total;1 de julio de 1974;667.441
9 años;Total;1 de abril de 1974;""
9 años;Total;1 de enero de 1974;674.001
9 años;Total;1 de octubre de 1973;""
9 años;Total;1 de julio de 1973;660.621
9 años;Total;1 de abril de 1973;""
9 años;Total;1 de enero de 1973;647.328
9 años;Total;1 de octubre de 1972;""
9 años;Total;1 de julio de 1972;638.930
9 años;Total;1 de abril de 1972;""
9 años;Total;1 de enero de 1972;630.900
9 años;Total;1 de octubre de 1971;""
9 años;Total;1 de julio de 1971;624.256
9 años;Total;1 de abril de 1971;""
9 años;Total;1 de enero de 1971;617.674
10 años;Total;1 de enero de 2024;463.658
10 años;Total;1 de octubre de 2023;467.192
10 años;Total;1 de julio de 2023;469.729
10 años;Total;1 de abril de 2023;475.914
10 años;Total;1 de enero de 2023;481.625
10 años;Total;1 de octubre de 2022;483.656
10 años;Total;1 de julio de 2022;485.286
10 años;Total;1 de abril de 2022;484.670
10 años;Total;1 de enero de 2022;484.090
10 años;Total;1 de octubre de 2021;490.264
10 años;Total;1 de julio de 2021;490.311
10 años;Total;1 de abril de 2021;491.203
10 años;Total;1 de enero de 2021;492.448
10 años;Total;1 de octubre de 2020;""
10 años;Total;1 de julio de 2020;495.551
10 años;Total;1 de abril de 2020;""
10 años;Total;1 de enero de 2020;498.810
10 años;Total;1 de octubre de 2019;""
10 años;Total;1 de julio de 2019;507.841
10 años;Total;1 de abril de 2019;""
10 años;Total;1 de enero de 2019;518.046
10 años;Total;1 de octubre de 2018;""
10 años;Total;1 de julio de 2018;507.109
10 años;Total;1 de abril de 2018;""
10 años;Total;1 de enero de 2018;497.529
10 años;Total;1 de octubre de 2017;""
