Total,Año,Edad
5431,1989,95
3655,1989,96
2486,1989,97
1971,1989,98
1614,1989,99
401255,1990,0
404169,1990,1
414876,1990,2
425084,1990,3
445275,1990,4
472315,1990,5
483158,1990,6
516087,1990,7
539244,1990,8
567696,1990,9
595180,1990,10
629063,1990,11
641857,1990,12
668060,1990,13
673528,1990,14
672215,1990,15
666714,1990,16
668569,1990,17
664071,1990,18
657034,1990,19
650651,1990,20
645020,1990,21
653565,1990,22
648085,1990,23
644034,1990,24
652730,1990,25
637545,1990,26
613623,1990,27
597976,1990,28
602284,1990,29
593148,1990,30
581102,1990,31
572393,1990,32
549230,1990,33
524671,1990,34
508523,1990,35
503238,1990,36
506296,1990,37
490525,1990,38
472635,1990,39
489459,1990,40
518721,1990,41
496896,1990,42
465798,1990,43
489320,1990,44
475278,1990,45
461048,1990,46
430430,1990,47
385790,1990,48
466767,1990,49
388018,1990,50
356801,1990,51
405192,1990,52
460107,1990,53
450491,1990,54
444099,1990,55
464070,1990,56
461776,1990,57
450787,1990,58
453477,1990,59
439109,1990,60
428943,1990,61
413974,1990,62
408273,1990,63
397613,1990,64
385249,1990,65
375165,1990,66
368108,1990,67
351159,1990,68
327366,1990,69
293709,1990,70
269734,1990,71
257637,1990,72
243889,1990,73
239790,1990,74
233305,1990,75
222269,1990,76
212975,1990,77
198477,1990,78
187586,1990,79
170706,1990,80
152633,1990,81
136252,1990,82
119290,1990,83
105359,1990,84
90514,1990,85
76106,1990,86
64827,1990,87
52326,1990,88
43877,1990,89
31606,1990,90
21258,1990,91
16170,1990,92
12516,1990,93
9042,1990,94
6081,1990,95
4005,1990,96
2674,1990,97
1819,1990,98
1374,1990,99
390639,1991,0
396615,1991,1
398517,1991,2
412231,1991,3
422807,1991,4
443969,1991,5
473031,1991,6
483690,1991,7
516966,1991,8
538112,1991,9
567572,1991,10
595964,1991,11
630240,1991,12
642475,1991,13
669210,1991,14
674421,1991,15
673730,1991,16
667991,1991,17
668824,1991,18
664884,1991,19
657524,1991,20
650882,1991,21
645156,1991,22
651627,1991,23
647026,1991,24
641672,1991,25
649106,1991,26
636039,1991,27
612114,1991,28
596655,1991,29
600359,1991,30
592772,1991,31
580666,1991,32
571944,1991,33
548971,1991,34
524476,1991,35
508355,1991,36
502760,1991,37
505763,1991,38
490349,1991,39
472129,1991,40
488668,1991,41
517222,1991,42
496088,1991,43
465027,1991,44
488160,1991,45
474352,1991,46
460028,1991,47
429350,1991,48
384724,1991,49
464559,1991,50
386527,1991,51
354790,1991,52
403024,1991,53
457232,1991,54
448107,1991,55
441117,1991,56
460768,1991,57
458269,1991,58
447540,1991,59
449312,1991,60
435366,1991,61
424389,1991,62
409583,1991,63
403805,1991,64
392618,1991,65
379969,1991,66
369603,1991,67
361979,1991,68
344574,1991,69
320484,1991,70
286943,1991,71
262712,1991,72
250195,1991,73
236128,1991,74
231024,1991,75
223860,1991,76
212317,1991,77
202271,1991,78
187463,1991,79
175439,1991,80
158573,1991,81
140426,1991,82
124010,1991,83
107589,1991,84
93736,1991,85
79500,1991,86
65886,1991,87
55230,1991,88
43917,1991,89
35617,1991,90
25302,1991,91
16636,1991,92
12342,1991,93
9439,1991,94
6701,1991,95
4513,1991,96
2911,1991,97
1937,1991,98
1290,1991,99
390956,1992,0
391398,1992,1
397716,1992,2
399988,1992,3
413534,1992,4
424377,1992,5
445669,1992,6
474260,1992,7
485579,1992,8
518949,1992,9
540575,1992,10
570665,1992,11
598954,1992,12
633590,1992,13
645976,1992,14
672371,1992,15
677201,1992,16
676883,1992,17
670919,1992,18
670607,1992,19
666992,1992,20
659597,1992,21
653072,1992,22
647615,1992,23
653390,1992,24
649584,1992,25
644247,1992,26
651050,1992,27
638902,1992,28
614794,1992,29
599329,1992,30
602111,1992,31
595268,1992,32
583091,1992,33
574133,1992,34
550990,1992,35
526319,1992,36
509970,1992,37
503813,1992,38
506597,1992,39
491366,1992,40
472879,1992,41
489212,1992,42
517472,1992,43
496531,1992,44
465331,1992,45
487728,1992,46
474146,1992,47
459873,1992,48
429040,1992,49
384322,1992,50
463599,1992,51
385843,1992,52
353962,1992,53
401939,1992,54
455307,1992,55
446406,1992,56
439185,1992,57
458386,1992,58
455635,1992,59
444710,1992,60
445807,1992,61
431719,1992,62
420226,1992,63
405186,1992,64
398703,1992,65
387236,1992,66
374083,1992,67
363258,1992,68
355118,1992,69
337231,1992,70
312859,1992,71
279556,1992,72
255006,1992,73
242251,1992,74
227995,1992,75
221949,1992,76
214116,1992,77
202207,1992,78
191212,1992,79
176216,1992,80
163299,1992,81
146627,1992,82
128630,1992,83
112521,1992,84
96531,1992,85
83018,1992,86
69482,1992,87
56628,1992,88
46703,1992,89
36535,1992,90
28565,1992,91
19963,1992,92
12767,1992,93
9218,1992,94
6834,1992,95
4703,1992,96
3075,1992,97
1909,1992,98
1298,1992,99
395547,1993,0
394072,1993,1
392987,1993,2
399942,1993,3
402495,1993,4
415628,1993,5
426724,1993,6
447953,1993,7
475629,1993,8
487734,1993,9
521159,1993,10
543778,1993,11
574419,1993,12
602342,1993,13
637384,1993,14
650045,1993,15
675915,1993,16
680304,1993,17
680020,1993,18
673843,1993,19
672708,1993,20
669159,1993,21
661755,1993,22
655351,1993,23
650128,1993,24
655863,1993,25
652176,1993,26
646852,1993,27
654050,1993,28
641735,1993,29
617504,1993,30
602007,1993,31
604530,1993,32
597755,1993,33
585490,1993,34
576290,1993,35
552996,1993,36
528160,1993,37
511577,1993,38
505170,1993,39
507645,1993,40
492318,1993,41
473599,1993,42
489927,1993,43
518059,1993,44
496841,1993,45
465514,1993,46
487426,1993,47
473886,1993,48
459593,1993,49
428576,1993,50
383866,1993,51
462753,1993,52
385094,1993,53
353321,1993,54
401077,1993,55
453362,1993,56
444612,1993,57
437448,1993,58
456062,1993,59
453038,1993,60
441775,1993,61
442071,1993,62
427800,1993,63
415907,1993,64
400580,1993,65
393654,1993,66
381495,1993,67
367815,1993,68
356548,1993,69
347718,1993,70
329555,1993,71
304909,1993,72
271765,1993,73
247063,1993,74
233952,1993,75
219436,1993,76
212597,1993,77
204074,1993,78
191699,1993,79
180117,1993,80
164828,1993,81
151545,1993,82
134858,1993,83
117033,1993,84
98832,1993,85
85775,1993,86
72839,1993,87
60049,1993,88
48094,1993,89
39017,1993,90
29898,1993,91
22675,1993,92
15449,1993,93
9530,1993,94
6634,1993,95
4781,1993,96
3271,1993,97
2079,1993,98
1241,1993,99
384355,1994,0
396256,1994,1
395215,1994,2
394647,1994,3
402204,1994,4
405204,1994,5
417743,1994,6
429068,1994,7
450259,1994,8
476988,1994,9
489893,1994,10
523362,1994,11
546996,1994,12
578164,1994,13
605737,1994,14
641126,1994,15
654071,1994,16
679395,1994,17
683430,1994,18
683158,1994,19
676779,1994,20
674878,1994,21
671371,1994,22
663959,1994,23
657685,1994,24
652675,1994,25
658378,1994,26
654745,1994,27
649430,1994,28
657033,1994,29
644499,1994,30
620189,1994,31
604707,1994,32
606960,1994,33
600230,1994,34
587871,1994,35
578431,1994,36
554980,1994,37
529969,1994,38
513152,1994,39
506477,1994,40
508679,1994,41
493236,1994,42
474264,1994,43
490623,1994,44
518529,1994,45
497063,1994,46
465574,1994,47
486961,1994,48
473509,1994,49
459246,1994,50
428056,1994,51
383300,1994,52
461750,1994,53
384231,1994,54
352577,1994,55
400083,1994,56
451264,1994,57
442626,1994,58
435477,1994,59
453441,1994,60
450203,1994,61
438666,1994,62
438107,1994,63
423672,1994,64
411242,1994,65
395629,1994,66
387872,1994,67
375433,1994,68
361238,1994,69
349523,1994,70
339821,1994,71
321461,1994,72
296474,1994,73
263398,1994,74
238463,1994,75
225275,1994,76
210465,1994,77
202598,1994,78
193633,1994,79
180850,1994,80
168434,1994,81
153191,1994,82
139173,1994,83
122889,1994,84
105587,1994,85
90288,1994,86
75382,1994,87
62996,1994,88
51126,1994,89
40233,1994,90
32082,1994,91
24077,1994,92
17524,1994,93
9583,1994,94
6853,1994,95
4639,1994,96
3261,1994,97
2159,1994,98
1329,1994,99
368535,1995,0
384692,1995,1
397348,1995,2
396399,1995,3
396700,1995,4
404477,1995,5
407911,1995,6
419869,1995,7
431410,1995,8
452564,1995,9
478357,1995,10
492068,1995,11
525580,1995,12
550196,1995,13
581877,1995,14
609107,1995,15
644879,1995,16
658042,1995,17
682889,1995,18
686520,1995,19
686268,1995,20
679722,1995,21
677067,1995,22
673589,1995,23
666144,1995,24
659976,1995,25
655193,1995,26
660847,1995,27
657264,1995,28
651939,1995,29
659916,1995,30
647221,1995,31
622785,1995,32
607270,1995,33
609358,1995,34
602620,1995,35
590185,1995,36
580511,1995,37
556872,1995,38
531683,1995,39
514626,1995,40
507757,1995,41
509617,1995,42
494113,1995,43
474857,1995,44
491200,1995,45
518768,1995,46
497203,1995,47
465631,1995,48
486461,1995,49
473054,1995,50
458833,1995,51
427497,1995,52
382647,1995,53
460613,1995,54
383268,1995,55
351781,1995,56
398875,1995,57
449046,1995,58
440441,1995,59
433383,1995,60
450746,1995,61
447183,1995,62
435212,1995,63
433939,1995,64
419102,1995,65
406364,1995,66
390411,1995,67
382065,1995,68
369039,1995,69
354301,1995,70
341993,1995,71
331612,1995,72
312851,1995,73
287619,1995,74
254712,1995,75
229745,1995,76
216122,1995,77
200998,1995,78
192319,1995,79
182636,1995,80
169481,1995,81
156786,1995,82
141345,1995,83
126837,1995,84
110934,1995,85
94095,1995,86
79368,1995,87
65417,1995,88
53788,1995,89
42777,1995,90
32953,1995,91
25756,1995,92
18979,1995,93
13343,1995,94
8490,1995,95
4736,1995,96
3060,1995,97
2054,1995,98
1344,1995,99
362925,1996,0
368962,1996,1
385343,1996,2
398494,1996,3
397633,1996,4
398797,1996,5
406770,1996,6
410648,1996,7
421997,1996,8
433758,1996,9
454884,1996,10
479728,1996,11
494243,1996,12
527768,1996,13
553388,1996,14
585567,1996,15
612447,1996,16
648533,1996,17
661981,1996,18
686318,1996,19
689595,1996,20
689392,1996,21
682667,1996,22
679258,1996,23
675787,1996,24
668307,1996,25
662242,1996,26
657653,1996,27
663293,1996,28
659734,1996,29
654381,1996,30
662762,1996,31
649874,1996,32
625369,1996,33
609824,1996,34
611620,1996,35
604941,1996,36
592443,1996,37
582560,1996,38
558737,1996,39
533329,1996,40
516046,1996,41
508979,1996,42
510507,1996,43
494867,1996,44
475397,1996,45
491674,1996,46
519020,1996,47
497215,1996,48
465520,1996,49
485791,1996,50
472452,1996,51
458256,1996,52
426715,1996,53
381851,1996,54
459378,1996,55
382147,1996,56
350812,1996,57
397546,1996,58
446588,1996,59
438019,1996,60
430984,1996,61
447767,1996,62
443759,1996,63
431440,1996,64
429116,1996,65
414227,1996,66
401182,1996,67
384851,1996,68
375743,1996,69
362121,1996,70
346798,1996,71
333895,1996,72
322921,1996,73
303766,1996,74
278079,1996,75
245272,1996,76
220300,1996,77
206342,1996,78
190896,1996,79
181570,1996,80
171137,1996,81
157608,1996,82
144660,1996,83
129202,1996,84
114396,1996,85
98900,1996,86
82792,1996,87
68919,1996,88
55842,1996,89
44967,1996,90
35069,1996,91
26433,1996,92
20222,1996,93
14539,1996,94
9867,1996,95
5990,1996,96
3053,1996,97
1846,1996,98
1200,1996,99
364743,1997,0
363678,1997,1
369646,1997,2
385998,1997,3
399656,1997,4
398864,1997,5
400905,1997,6
409055,1997,7
413376,1997,8
424138,1997,9
436128,1997,10
457199,1997,11
481083,1997,12
496399,1997,13
529948,1997,14
556553,1997,15
589224,1997,16
615723,1997,17
652146,1997,18
665892,1997,19
689752,1997,20
692828,1997,21
692503,1997,22
685621,1997,23
681486,1997,24
677986,1997,25
670489,1997,26
664560,1997,27
660176,1997,28
665694,1997,29
662251,1997,30
656909,1997,31
665530,1997,32
652582,1997,33
628032,1997,34
612484,1997,35
613935,1997,36
607379,1997,37
594769,1997,38
584616,1997,39
560573,1997,40
534987,1997,41
517475,1997,42
510091,1997,43
511332,1997,44
495610,1997,45
475832,1997,46
492195,1997,47
519215,1997,48
497175,1997,49
465334,1997,50
485020,1997,51
471790,1997,52
457581,1997,53
425828,1997,54
380920,1997,55
457945,1997,56
380899,1997,57
349706,1997,58
395943,1997,59
443944,1997,60
435411,1997,61
428441,1997,62
444512,1997,63
440131,1997,64
427378,1997,65
424183,1997,66
409063,1997,67
395614,1997,68
378798,1997,69
368896,1997,70
354697,1997,71
338807,1997,72
325339,1997,73
313575,1997,74
293907,1997,75
267892,1997,76
235193,1997,77
210407,1997,78
196036,1997,79
180195,1997,80
170345,1997,81
159286,1997,82
145344,1997,83
132367,1997,84
116681,1997,85
102281,1997,86
87087,1997,87
71751,1997,88
58760,1997,89
46844,1997,90
37001,1997,91
28230,1997,92
20739,1997,93
15432,1997,94
9991,1997,95
6999,1997,96
3980,1997,97
1856,1997,98
1077,1997,99
367201,1998,0
364473,1998,1
364683,1998,2
370382,1998,3
386704,1998,4
400832,1998,5
400121,1998,6
403013,1998,7
411384,1998,8
416123,1998,9
426270,1998,10
438499,1998,11
459503,1998,12
482451,1998,13
498539,1998,14
532104,1998,15
559671,1998,16
592834,1998,17
618954,1998,18
655741,1998,19
669755,1998,20
693177,1998,21
696052,1998,22
695620,1998,23
688594,1998,24
683954,1998,25
680216,1998,26
672728,1998,27
666905,1998,28
662742,1998,29
668209,1998,30
664890,1998,31
659602,1998,32
668500,1998,33
655518,1998,34
630873,1998,35
615315,1998,36
616433,1998,37
609911,1998,38
597178,1998,39
586740,1998,40
562460,1998,41
536653,1998,42
518906,1998,43
511134,1998,44
512125,1998,45
496313,1998,46
476275,1998,47
492648,1998,48
519303,1998,49
497053,1998,50
465100,1998,51
484124,1998,52
470981,1998,53
456807,1998,54
424916,1998,55
379961,1998,56
456392,1998,57
379548,1998,58
348512,1998,59
394290,1998,60
441198,1998,61
432612,1998,62
425547,1998,63
440959,1998,64
436172,1998,65
423051,1998,66
418900,1998,67
403547,1998,68
389671,1998,69
372347,1998,70
361681,1998,71
346833,1998,72
330260,1998,73
316056,1998,74
303719,1998,75
283523,1998,76
257171,1998,77
224644,1998,78
200256,1998,79
185141,1998,80
168998,1998,81
158722,1998,82
147073,1998,83
132966,1998,84
119750,1998,85
104193,1998,86
90323,1998,87
75603,1998,88
61256,1998,89
49337,1998,90
38577,1998,91
29857,1998,92
22286,1998,93
15886,1998,94
11455,1998,95
7773,1998,96
4836,1998,97
2631,1998,98
1159,1998,99
368312,1999,0
367272,1999,1
364955,1999,2
365718,1999,3
371145,1999,4
387424,1999,5
402036,1999,6
401386,1999,7
405131,1999,8
413684,1999,9
418861,1999,10
428403,1999,11
440860,1999,12
461818,1999,13
483805,1999,14
500651,1999,15
534208,1999,16
562731,1999,17
596383,1999,18
622172,1999,19
659361,1999,20
673610,1999,21
696561,1999,22
699264,1999,23
698705,1999,24
691541,1999,25
686438,1999,26
682473,1999,27
674948,1999,28
669236,1999,29
665336,1999,30
670781,1999,31
667545,1999,32
662277,1999,33
671606,1999,34
658500,1999,35
633741,1999,36
618165,1999,37
618914,1999,38
612417,1999,39
599539,1999,40
588793,1999,41
564296,1999,42
538267,1999,43
520222,1999,44
512192,1999,45
512913,1999,46
496917,1999,47
476562,1999,48
492937,1999,49
519306,1999,50
496823,1999,51
464718,1999,52
483170,1999,53
470058,1999,54
455849,1999,55
423810,1999,56
378799,1999,57
454686,1999,58
377997,1999,59
347113,1999,60
392426,1999,61
438100,1999,62
429496,1999,63
422418,1999,64
436945,1999,65
431694,1999,66
418180,1999,67
413251,1999,68
397331,1999,69
383005,1999,70
365255,1999,71
353678,1999,72
338005,1999,73
320775,1999,74
306028,1999,75
292962,1999,76
271975,1999,77
245350,1999,78
213167,1999,79
188955,1999,80
173301,1999,81
156915,1999,82
146376,1999,83
134269,1999,84
119811,1999,85
106841,1999,86
91213,1999,87
78174,1999,88
64091,1999,89
50988,1999,90
40177,1999,91
30791,1999,92
23336,1999,93
16957,1999,94
11734,1999,95
8300,1999,96
5421,1999,97
3199,1999,98
1653,1999,99
384769,2000,0
374462,2000,1
368162,2000,2
365481,2000,3
366787,2000,4
371926,2000,5
388166,2000,6
403225,2000,7
402652,2000,8
407258,2000,9
415984,2000,10
421594,2000,11
430527,2000,12
443230,2000,13
464122,2000,14
485134,2000,15
502716,2000,16
536293,2000,17
565763,2000,18
599898,2000,19
625378,2000,20
662931,2000,21
677453,2000,22
699971,2000,23
702471,2000,24
701805,2000,25
694490,2000,26
688903,2000,27
684699,2000,28
677147,2000,29
671555,2000,30
667898,2000,31
673377,2000,32
670188,2000,33
664952,2000,34
674719,2000,35
661424,2000,36
636545,2000,37
620952,2000,38
621346,2000,39
614818,2000,40
601837,2000,41
590808,2000,42
566036,2000,43
539791,2000,44
521486,2000,45
513095,2000,46
513612,2000,47
497385,2000,48
476796,2000,49
493101,2000,50
519181,2000,51
496514,2000,52
464210,2000,53
482057,2000,54
468964,2000,55
454773,2000,56
422550,2000,57
377507,2000,58
452741,2000,59
376284,2000,60
345437,2000,61
390357,2000,62
434804,2000,63
426093,2000,64
419030,2000,65
432646,2000,66
427003,2000,67
412935,2000,68
407001,2000,69
390888,2000,70
375905,2000,71
357747,2000,72
345073,2000,73
329019,2000,74
311124,2000,75
295658,2000,76
281372,2000,77
260315,2000,78
233388,2000,79
201469,2000,80
176949,2000,81
161519,2000,82
144995,2000,83
133382,2000,84
121109,2000,85
107042,2000,86
93606,2000,87
79197,2000,88
66210,2000,89
53737,2000,90
41973,2000,91
32463,2000,92
24385,2000,93
18060,2000,94
12807,2000,95
8635,2000,96
5947,2000,97
3827,2000,98
2275,2000,99
399010,2001,0
388998,2001,1
376486,2001,2
369505,2001,3
366032,2001,4
367861,2001,5
372719,2001,6
388902,2001,7
404425,2001,8
403920,2001,9
409385,2001,10
418300,2001,11
424341,2001,12
432667,2001,13
445563,2001,14
466391,2001,15
486409,2001,16
504748,2001,17
538311,2001,18
568786,2001,19
603430,2001,20
628538,2001,21
666509,2001,22
681318,2001,23
703350,2001,24
705694,2001,25
704899,2001,26
697425,2001,27
691364,2001,28
686937,2001,29
679362,2001,30
673876,2001,31
670472,2001,32
675945,2001,33
672831,2001,34
667634,2001,35
677743,2001,36
664300,2001,37
639310,2001,38
623674,2001,39
623709,2001,40
617223,2001,41
604112,2001,42
592775,2001,43
567732,2001,44
541236,2001,45
522680,2001,46
513943,2001,47
514259,2001,48
497787,2001,49
476899,2001,50
493100,2001,51
518996,2001,52
496028,2001,53
463634,2001,54
480830,2001,55
467763,2001,56
453539,2001,57
421169,2001,58
376121,2001,59
450672,2001,60
374495,2001,61
343717,2001,62
388103,2001,63
431148,2001,64
422598,2001,65
415178,2001,66
428135,2001,67
422085,2001,68
407550,2001,69
400525,2001,70
384185,2001,71
368420,2001,72
350058,2001,73
336216,2001,74
319749,2001,75
301207,2001,76
285129,2001,77
269820,2001,78
248689,2001,79
221385,2001,80
189865,2001,81
165099,2001,82
149907,2001,83
133443,2001,84
120989,2001,85
108642,2001,86
95129,2001,87
81815,2001,88
68448,2001,89
55936,2001,90
44791,2001,91
34279,2001,92
26054,2001,93
19242,2001,94
13905,2001,95
9677,2001,96
6463,2001,97
4449,2001,98
2865,2001,99
411693,2002,0
408472,2002,1
395943,2002,2
383739,2002,3
376469,2002,4
372873,2002,5
372746,2002,6
376860,2002,7
391293,2002,8
407158,2002,9
409885,2002,10
412799,2002,11
421914,2002,12
428871,2002,13
436066,2002,14
449250,2002,15
469883,2002,16
489406,2002,17
508931,2002,18
543489,2002,19
575443,2002,20
611068,2002,21
636435,2002,22
675215,2002,23
695529,2002,24
714369,2002,25
725579,2002,26
724409,2002,27
716215,2002,28
709097,2002,29
703895,2002,30
695679,2002,31
689476,2002,32
685243,2002,33
687262,2002,34
685733,2002,35
679644,2002,36
684558,2002,37
675129,2002,38
649307,2002,39
632816,2002,40
629911,2002,41
625081,2002,42
611349,2002,43
599393,2002,44
573665,2002,45
546648,2002,46
527500,2002,47
517070,2002,48
517904,2002,49
501037,2002,50
479800,2002,51
494028,2002,52
519553,2002,53
497911,2002,54
465346,2002,55
480373,2002,56
468655,2002,57
454304,2002,58
421724,2002,59
376664,2002,60
449450,2002,61
374499,2002,62
342727,2002,63
386273,2002,64
428216,2002,65
420268,2002,66
411715,2002,67
423806,2002,68
417468,2002,69
402218,2002,70
393852,2002,71
377458,2002,72
360796,2002,73
341991,2002,74
327046,2002,75
310094,2002,76
290956,2002,77
274138,2002,78
258097,2002,79
236421,2002,80
209015,2002,81
177854,2002,82
153280,2002,83
137853,2002,84
121382,2002,85
108724,2002,86
96409,2002,87
83027,2002,88
70380,2002,89
57725,2002,90
46244,2002,91
36190,2002,92
26982,2002,93
20068,2002,94
14551,2002,95
10268,2002,96
6987,2002,97
4584,2002,98
3094,2002,99
429164,2003,0
421912,2003,1
416035,2003,2
404591,2003,3
392604,2003,4
385468,2003,5
381975,2003,6
381295,2003,7
385048,2003,8
399666,2003,9
415433,2003,10
418317,2003,11
420875,2003,12
429944,2003,13
437103,2003,14
444445,2003,15
457475,2003,16
478119,2003,17
500142,2003,18
522083,2003,19
560141,2003,20
594196,2003,21
632142,2003,22
659215,2003,23
699219,2003,24
718080,2003,25
736992,2003,26
747353,2003,27
745199,2003,28
735944,2003,29
727863,2003,30
721702,2003,31
712603,2003,32
705498,2003,33
700419,2003,34
701708,2003,35
698878,2003,36
691649,2003,37
696515,2003,38
685714,2003,39
659211,2003,40
641823,2003,41
638152,2003,42
632902,2003,43
618574,2003,44
605903,2003,45
579609,2003,46
552063,2003,47
532266,2003,48
521324,2003,49
521720,2003,50
504433,2003,51
482837,2003,52
496760,2003,53
521814,2003,54
500074,2003,55
467393,2003,56
481568,2003,57
469834,2003,58
455339,2003,59
422552,2003,60
377391,2003,61
449314,2003,62
374488,2003,63
342228,2003,64
385227,2003,65
425924,2003,66
417315,2003,67
408303,2003,68
419204,2003,69
412400,2003,70
396597,2003,71
387330,2003,72
370310,2003,73
352739,2003,74
333552,2003,75
317498,2003,76
300097,2003,77
280403,2003,78
263003,2003,79
246200,2003,80
224159,2003,81
196670,2003,82
165948,2003,83
141352,2003,84
126118,2003,85
109803,2003,86
96827,2003,87
84597,2003,88
72020,2003,89
60020,2003,90
48211,2003,91
37693,2003,92
28940,2003,93
20991,2003,94
15155,2003,95
10769,2003,96
7439,2003,97
4952,2003,98
3124,2003,99
443076,2004,0
436813,2004,1
427364,2004,2
421766,2004,3
410799,2004,4
398934,2004,5
391975,2004,6
388472,2004,7
387427,2004,8
391068,2004,9
407175,2004,10
422932,2004,11
424474,2004,12
427951,2004,13
437250,2004,14
444592,2004,15
452096,2004,16
465850,2004,17
488242,2004,18
512367,2004,19
536828,2004,20
576966,2004,21
612446,2004,22
651702,2004,23
680087,2004,24
720640,2004,25
737468,2004,26
757135,2004,27
764945,2004,28
762090,2004,29
751819,2004,30
742707,2004,31
735805,2004,32
726032,2004,33
718487,2004,34
713031,2004,35
713590,2004,36
709565,2004,37
701313,2004,38
706501,2004,39
694277,2004,40
667039,2004,41
649095,2004,42
644851,2004,43
639128,2004,44
624263,2004,45
611099,2004,46
584290,2004,47
556255,2004,48
536026,2004,49
524656,2004,50
524759,2004,51
507193,2004,52
485358,2004,53
499043,2004,54
523729,2004,55
501829,2004,56
468941,2004,57
482433,2004,58
470622,2004,59
456085,2004,60
423152,2004,61
377693,2004,62
448792,2004,63
373886,2004,64
341703,2004,65
383708,2004,66
422843,2004,67
413763,2004,68
404184,2004,69
413885,2004,70
406487,2004,71
390147,2004,72
379804,2004,73
362272,2004,74
343815,2004,75
324086,2004,76
306839,2004,77
289115,2004,78
268859,2004,79
250698,2004,80
233068,2004,81
210589,2004,82
183101,2004,83
153001,2004,84
128923,2004,85
113679,2004,86
97624,2004,87
84574,2004,88
72934,2004,89
61015,2004,90
49795,2004,91
39104,2004,92
29796,2004,93
22326,2004,94
15778,2004,95
11123,2004,96
7723,2004,97
5187,2004,98
3313,2004,99
456377,2005,0
454879,2005,1
442571,2005,2
432428,2005,3
427148,2005,4
416886,2005,5
404940,2005,6
398030,2005,7
394706,2005,8
393379,2005,9
396815,2005,10
412873,2005,11
428598,2005,12
430302,2005,13
433533,2005,14
443543,2005,15
451088,2005,16
459840,2005,17
475809,2005,18
500937,2005,19
527757,2005,20
554208,2005,21
596799,2005,22
633486,2005,23
674412,2005,24
703213,2005,25
743965,2005,26
763245,2005,27
779796,2005,28
787830,2005,29
783757,2005,30
771993,2005,31
761490,2005,32
753554,2005,33
743162,2005,34
734980,2005,35
728509,2005,36
728234,2005,37
722527,2005,38
712812,2005,39
716343,2005,40
704493,2005,41
676395,2005,42
657655,2005,43
652828,2005,44
646560,2005,45
631181,2005,46
617369,2005,47
589766,2005,48
561150,2005,49
540324,2005,50
528434,2005,51
528079,2005,52
510030,2005,53
487881,2005,54
501191,2005,55
525625,2005,56
503617,2005,57
470517,2005,58
483358,2005,59
471505,2005,60
456787,2005,61
423392,2005,62
377673,2005,63
447913,2005,64
373000,2005,65
340621,2005,66
381518,2005,67
419287,2005,68
409540,2005,69
399640,2005,70
407948,2005,71
399661,2005,72
382646,2005,73
371835,2005,74
353173,2005,75
334165,2005,76
313627,2005,77
295952,2005,78
276855,2005,79
255979,2005,80
237165,2005,81
219078,2005,82
195908,2005,83
168780,2005,84
139599,2005,85
116664,2005,86
99258,2005,87
85358,2005,88
73376,2005,89
62192,2005,90
50545,2005,91
40621,2005,92
30894,2005,93
23046,2005,94
16712,2005,95
11472,2005,96
7978,2005,97
5263,2005,98
3502,2005,99
472009,2006,0
467434,2006,1
461508,2006,2
448523,2006,3
437777,2006,4
433081,2006,5
423509,2006,6
411417,2006,7
404707,2006,8
401710,2006,9
400005,2006,10
403135,2006,11
419074,2006,12
434623,2006,13
436555,2006,14
439756,2006,15
450136,2006,16
459282,2006,17
470606,2006,18
489289,2006,19
516611,2006,20
545162,2006,21
572865,2006,22
616984,2006,23
654444,2006,24
696049,2006,25
724178,2006,26
763803,2006,27
779450,2006,28
796094,2006,29
802016,2006,30
796916,2006,31
784480,2006,32
773425,2006,33
764989,2006,34
754078,2006,35
745430,2006,36
738525,2006,37
737813,2006,38
731214,2006,39
720602,2006,40
724752,2006,41
711337,2006,42
682561,2006,43
663434,2006,44
658191,2006,45
651605,2006,46
635812,2006,47
621404,2006,48
593359,2006,49
564424,2006,50
543214,2006,51
530975,2006,52
530295,2006,53
511970,2006,54
489519,2006,55
502735,2006,56
526959,2006,57
504610,2006,58
471452,2006,59
483709,2006,60
471838,2006,61
456823,2006,62
423059,2006,63
377136,2006,64
446575,2006,65
371716,2006,66
338815,2006,67
378714,2006,68
414830,2006,69
404738,2006,70
394109,2006,71
401198,2006,72
392610,2006,73
375054,2006,74
362715,2006,75
344116,2006,76
324218,2006,77
303193,2006,78
283817,2006,79
264995,2006,80
243554,2006,81
224259,2006,82
205326,2006,83
182396,2006,84
155624,2006,85
127407,2006,86
104681,2006,87
89733,2006,88
74870,2006,89
62819,2006,90
52296,2006,91
42085,2006,92
32867,2006,93
24618,2006,94
17757,2006,95
12702,2006,96
8503,2006,97
5593,2006,98
3641,2006,99
483683,2007,0
482022,2007,1
474519,2007,2
468302,2007,3
455187,2007,4
444175,2007,5
440014,2007,6
431226,2007,7
419036,2007,8
412553,2007,9
409804,2007,10
407831,2007,11
410673,2007,12
425798,2007,13
441224,2007,14
444373,2007,15
447560,2007,16
458671,2007,17
473189,2007,18
489661,2007,19
509519,2007,20
535671,2007,21
565834,2007,22
594073,2007,23
639089,2007,24
676476,2007,25
717796,2007,26
745033,2007,27
783370,2007,28
801987,2007,29
816132,2007,30
821486,2007,31
815242,2007,32
801587,2007,33
789246,2007,34
780142,2007,35
768756,2007,36
759566,2007,37
752191,2007,38
750915,2007,39
742545,2007,40
730471,2007,41
733006,2007,42
